"","Country","Year","Tipo","Total"
"1","Antigua and Barbuda","2015","Preliminar","14"
"2","Antigua and Barbuda","2016","Preliminar","103"
"3","Antigua and Barbuda","2017","Preliminar","1"
"4","Antigua and Barbuda","2018","Preliminar","8"
"5","Antigua and Barbuda","2019","Preliminar","1223"
"6","Antigua and Barbuda","2020","Preliminar","407"
"7","Antigua and Barbuda","2021","Preliminar","46"
"8","Antigua and Barbuda","2022","Preliminar","4"
"9","Argentina","1980","Final","0"
"10","Argentina","1981","Final","0"
"11","Argentina","1982","Final","0"
"12","Argentina","1983","Final","0"
"13","Argentina","1984","Final","0"
"14","Argentina","1985","Final","0"
"15","Argentina","1986","Final","0"
"16","Argentina","1987","Final","0"
"17","Argentina","1988","Final","0"
"18","Argentina","1989","Final","0"
"19","Argentina","1990","Final","0"
"20","Argentina","1991","Final","0"
"21","Argentina","1992","Final","0"
"22","Argentina","1993","Final","0"
"23","Argentina","1994","Final","0"
"24","Argentina","1995","Final","0"
"25","Argentina","1996","Final","0"
"26","Argentina","1997","Final","0"
"27","Argentina","1998","Final","822"
"28","Argentina","1999","Final","3"
"29","Argentina","2000","Final","1700"
"30","Argentina","2001","Final","11"
"31","Argentina","2002","Final","214"
"32","Argentina","2003","Final","135"
"33","Argentina","2004","Final","3284"
"34","Argentina","2005","Final","34"
"35","Argentina","2006","Final","181"
"36","Argentina","2007","Final","173"
"37","Argentina","2008","Final","40"
"38","Argentina","2009","Final","26606"
"39","Argentina","2010","Final","1185"
"40","Guatemala","1992","Final","1286"
"41","Guatemala","1993","Final","1907"
"42","Guatemala","1994","Final","2872"
"43","Guatemala","1995","Final","3979"
"44","Guatemala","1996","Final","3660"
"45","Guatemala","1997","Final","5379"
"46","Guatemala","1998","Final","4653"
"47","Guatemala","1999","Final","3615"
"48","Guatemala","2000","Final","8964"
"49","Guatemala","2001","Final","4512"
"50","Guatemala","2002","Final","7552"
"51","Guatemala","2003","Final","6728"
"52","Guatemala","2004","Final","6313"
"53","Guatemala","2005","Final","6309"
"54","Guatemala","2006","Final","2422"
"55","Guatemala","2007","Final","5865"
"56","Guatemala","2008","Final","3227"
"57","Guatemala","2009","Final","10200"
"58","Guatemala","2010","Final","16842"
"59","Guatemala","2011","Final","2553"
"60","Guatemala","2012","Final","9331"
"61","Guatemala","2013","Final","11703"
"62","Guatemala","2014","Preliminar","19797"
"63","Guatemala","2015","Preliminar","18058"
"64","Guatemala","2016","Preliminar","8844"
"65","Guatemala","2017","Preliminar","4214"
"66","Guatemala","2018","Final","6830"
"67","Guatemala","2019","Preliminar","50432"
"68","Guatemala","2020","Preliminar","5983"
"69","Guatemala","2021","Preliminar","2861"
"70","Guatemala","2022","Preliminar","8407"
"71","Guatemala","2023","Preliminar","862"
"72","Guyana","1980","Final","0"
"73","Guyana","1981","Final","0"
"74","Guyana","1982","Final","0"
"75","Guyana","1983","Final","0"
"76","Guyana","1984","Final","0"
"77","Guyana","1985","Final","0"
"78","Guyana","1986","Final","0"
"79","Guyana","1987","Final","0"
"80","Guyana","1988","Final","0"
"81","Saint Vincent and the Grenadines","1993","Final","7"
"82","Saint Vincent and the Grenadines","1994","Final","0"
"83","Saint Vincent and the Grenadines","1995","Final","224"
"84","Saint Vincent and the Grenadines","1996","Final","190"
"85","Saint Vincent and the Grenadines","1997","Final","3"
"86","Saint Vincent and the Grenadines","1998","Final","88"
"87","Saint Vincent and the Grenadines","1999","Final","8"
"88","Saint Vincent and the Grenadines","2000","Final","5"
"89","Saint Vincent and the Grenadines","2001","Final","3"
"90","Saint Vincent and the Grenadines","2002","Final","123"
"91","Saint Vincent and the Grenadines","2003","Final","3"
"92","Saint Vincent and the Grenadines","2004","Final","4"
"93","Saint Vincent and the Grenadines","2005","Final","8"
"94","Saint Vincent and the Grenadines","2006","Final","5"
"95","Saint Vincent and the Grenadines","2007","Final","2"
"96","Saint Vincent and the Grenadines","2008","Final","6"
"97","Saint Vincent and the Grenadines","2009","Final","10"
"98","Saint Vincent and the Grenadines","2010","Final","217"
"99","Saint Vincent and the Grenadines","2011","Final","47"
"100","Saint Vincent and the Grenadines","2012","Final","91"
"101","Saint Vincent and the Grenadines","2013","Final","127"
"102","Saint Vincent and the Grenadines","2014","Preliminar","117"
"103","Saint Vincent and the Grenadines","2015","Preliminar","13"
"104","Saint Vincent and the Grenadines","2016","Preliminar","89"
"105","Saint Vincent and the Grenadines","2017","Preliminar","3"
"106","Saint Vincent and the Grenadines","2018","Preliminar","4"
"107","Saint Vincent and the Grenadines","2019","Preliminar","11"
"108","Saint Vincent and the Grenadines","2020","IBS20-21","1603"
"109","Argentina","2011","Final","213"
"110","Argentina","2012","Final","2803"
"111","Argentina","2013","Final","9294"
"112","Argentina","2014","Final","3270"
"113","Argentina","2015","Preliminar","4774"
"114","Argentina","2016","Final","79455"
"115","Argentina","2017","Preliminar","557"
"116","Argentina","2018","Preliminar","1829"
"117","Argentina","2019","Preliminar","3220"
"118","Argentina","2020","Preliminar","59358"
"119","Argentina","2021","Preliminar","3972"
"120","Argentina","2022","Preliminar","750"
"121","Argentina","2023","Preliminar","8504"
"122","Bahamas","1980","Final","0"
"123","Bahamas","1981","Final","0"
"124","Bahamas","1982","Final","0"
"125","Bahamas","1983","Final","0"
"126","Bahamas","1984","Final","0"
"127","Bahamas","1985","Final","0"
"128","Bahamas","1986","Final","0"
"129","Bahamas","1987","Final","0"
"130","Bahamas","1988","Final","0"
"131","Bahamas","1989","Final","87"
"132","Bahamas","1990","Final","2"
"133","Bahamas","1991","Final","0"
"134","Bahamas","1992","Final","0"
"135","Bahamas","1993","Final","0"
"136","Bahamas","1994","Final","0"
"137","Bahamas","1995","Final","1"
"138","Bahamas","1996","Final","0"
"139","Bahamas","1997","Final","0"
"140","Bahamas","1998","Final","336"
"141","Bahamas","1999","Final","0"
"142","Bahamas","2000","Final","0"
"143","Bahamas","2001","Final","0"
"144","Bahamas","2002","Final","0"
"145","Bahamas","2003","Final","180"
"146","Bahamas","2004","Final","1"
"147","Bahamas","2005","Final","0"
"148","Bahamas","2006","Final","1"
"149","Bahamas","2007","Final","0"
"150","Bahamas","2008","Final","1"
"151","Guyana","1989","Final","0"
"152","Guyana","1990","Final","0"
"153","Guyana","1991","Final","0"
"154","Guyana","1992","Final","0"
"155","Guyana","1993","Final","0"
"156","Guyana","1994","Final","0"
"157","Guyana","1995","Final","0"
"158","Guyana","1996","Final","0"
"159","Guyana","1997","Final","0"
"160","Guyana","1998","Final","42"
"161","Guyana","1999","Final","0"
"162","Guyana","2000","Final","19"
"163","Guyana","2001","Final","60"
"164","Guyana","2002","Final","200"
"165","Guyana","2003","Final","33"
"166","Guyana","2004","Final","47"
"167","Guyana","2005","Final","178"
"168","Guyana","2006","Final","118"
"169","Guyana","2007","Final","200"
"170","Guyana","2008","Final","324"
"171","Guyana","2009","Final","993"
"172","Guyana","2010","Final","1467"
"173","Guyana","2011","Final","1093"
"174","Guyana","2012","Final","2189"
"175","Guyana","2013","Final","1120"
"176","Guyana","2014","Preliminar","863"
"177","Guyana","2015","Preliminar","388"
"178","Guyana","2016","Preliminar","303"
"179","Guyana","2017","Preliminar","4"
"180","Guyana","2018","Preliminar","286"
"181","Guyana","2019","Preliminar","230"
"182","Guyana","2020","Preliminar","1724"
"183","Guyana","2021","Preliminar","4380"
"184","Guyana","2022","Preliminar","382"
"185","Guyana","2023","Preliminar","5"
"186","Haiti","1980","Final","255"
"187","Haiti","1981","Final","44"
"188","Haiti","1982","Final","211"
"189","Haiti","1983","Final","483"
"190","Haiti","1984","Final","328"
"191","Haiti","1985","Final","20"
"192","Haiti","1986","Final","0"
"193","Haiti","1987","Final","0"
"194","Haiti","1988","Final","0"
"195","Saint Vincent and the Grenadines","2021","IBS20-21","152"
"196","Saint Vincent and the Grenadines","2022","Preliminar","16"
"197","Saint Vincent and the Grenadines","2023","Preliminar","0"
"198","Suriname","1980","Final","0"
"199","Suriname","1981","Final","0"
"200","Suriname","1982","Final","219"
"201","Suriname","1983","Final","0"
"202","Suriname","1984","Final","0"
"203","Suriname","1985","Final","0"
"204","Suriname","1986","Final","0"
"205","Suriname","1987","Final","0"
"206","Suriname","1988","Final","0"
"207","Suriname","1989","Final","0"
"208","Suriname","1990","Final","0"
"209","Suriname","1991","Final","0"
"210","Suriname","1992","Final","0"
"211","Suriname","1993","Final","0"
"212","Suriname","1994","Final","0"
"213","Suriname","1995","Final","344"
"214","Suriname","1996","Final","677"
"215","Suriname","1997","Final","90"
"216","Suriname","1998","Final","1140"
"217","Suriname","1999","Final","695"
"218","Suriname","2000","Final","1069"
"219","Suriname","2001","Final","748"
"220","Suriname","2002","Final","1081"
"221","Suriname","2003","Final","284"
"222","Suriname","2004","Final","368"
"223","Suriname","2005","Final","2712"
"224","Suriname","2006","Final","253"
"225","Suriname","2007","Final","41"
"226","Suriname","2008","Final","12"
"227","Suriname","2009","Final","120"
"228","Suriname","2010","Final","93"
"229","Suriname","2011","Final","386"
"230","Suriname","2012","Final","781"
"231","Suriname","2013","Final","21"
"232","Suriname","2014","Preliminar","23"
"233","Suriname","2015","Preliminar","15"
"234","Suriname","2016","Preliminar","6"
"235","Bahamas","2009","Final","1"
"236","Bahamas","2010","Final","10"
"237","Bahamas","2011","Final","6997"
"238","Bahamas","2012","Final","3"
"239","Bahamas","2013","Final","3"
"240","Bahamas","2014","Preliminar","146"
"241","Bahamas","2015","Preliminar","10"
"242","Bahamas","2016","Preliminar","82"
"243","Bahamas","2017","Preliminar","14"
"244","Bahamas","2018","Preliminar","10"
"245","Bahamas","2019","Preliminar","27"
"246","Bahamas","2020","Preliminar","3"
"247","Barbados","1980","Final","0"
"248","Barbados","1981","Final","6"
"249","Barbados","1982","Final","99"
"250","Barbados","1983","Final","63"
"251","Barbados","1984","Final","63"
"252","Barbados","1985","Final","0"
"253","Barbados","1986","Final","0"
"254","Barbados","1987","Final","78"
"255","Barbados","1988","Final","10"
"256","Barbados","1989","Final","45"
"257","Barbados","1990","Final","236"
"258","Barbados","1991","Final","21"
"259","Barbados","1992","Final","4"
"260","Barbados","1993","Final","1"
"261","Barbados","1994","Final","0"
"262","Barbados","1995","Final","974"
"263","Barbados","1996","Final","130"
"264","Barbados","1997","Final","196"
"265","Barbados","1998","Final","852"
"266","Barbados","1999","Final","688"
"267","Barbados","2000","Final","744"
"268","Barbados","2001","Final","1029"
"269","Barbados","2002","Final","740"
"270","Barbados","2003","Final","557"
"271","Barbados","2004","Final","349"
"272","Barbados","2005","Final","320"
"273","Barbados","2006","Final","1"
"274","Barbados","2007","Final","0"
"275","Barbados","2008","Final","1"
"276","Barbados","2009","Final","55"
"277","Barbados","2010","Final","2966"
"278","Barbados","2011","Final","739"
"279","Barbados","2012","Final","912"
"280","Barbados","2013","Final","2848"
"281","Barbados","2014","Final","2689"
"282","Barbados","2015","Final","503"
"283","Barbados","2016","Final","1732"
"284","Barbados","2017","Final","597"
"285","Barbados","2018","Final","67"
"286","Barbados","2019","Final","117"
"287","Barbados","2020","Preliminar","1352"
"288","Barbados","2021","Final","448"
"289","Barbados","2022","Preliminar","325"
"290","Bermuda","1980","Final","0"
"291","Bermuda","1981","Final","0"
"292","Bermuda","1982","Final","0"
"293","Bermuda","1983","Final","0"
"294","Bermuda","1984","Final","0"
"295","Bermuda","1985","Final","0"
"296","Bermuda","1986","Final","0"
"297","Bermuda","1987","Final","0"
"298","Bermuda","1988","Final","0"
"299","Bermuda","1989","Final","0"
"300","Bermuda","1990","Final","0"
"301","Bermuda","1991","Final","0"
"302","Bermuda","1992","Final","0"
"303","Bermuda","1993","Final","0"
"304","Bermuda","1994","Final","0"
"305","Bermuda","1995","Final","0"
"306","Bermuda","1996","Final","0"
"307","Bermuda","1997","Final","0"
"308","Bermuda","1998","Final","0"
"309","Bermuda","1999","Final","3"
"310","Bermuda","2000","Final","0"
"311","Bermuda","2001","Final","0"
"312","Bermuda","2002","Final","0"
"313","Bermuda","2003","Final","0"
"314","Bermuda","2004","Final","0"
"315","Bermuda","2005","Final","2"
"316","Bermuda","2006","Final","2"
"317","Bermuda","2007","Final","0"
"318","Bermuda","2008","Final","0"
"319","Bermuda","2009","Final","0"
"320","Haiti","1989","Final","0"
"321","Haiti","1990","Final","0"
"322","Haiti","1991","Final","0"
"323","Haiti","1992","Final","0"
"324","Haiti","1993","Final","0"
"325","Haiti","1994","Final","0"
"326","Haiti","1995","Final","0"
"327","Haiti","1996","Final","0"
"328","Haiti","1997","Final","0"
"329","Haiti","1998","Final","0"
"330","Haiti","1999","Final","0"
"331","Haiti","2000","Final","0"
"332","Haiti","2001","Final","0"
"333","Haiti","2002","Final","0"
"334","Haiti","2003","Final","0"
"335","Haiti","2004","Final","0"
"336","Haiti","2005","Final","0"
"337","Haiti","2006","Final",""
"338","Haiti","2007","Final",""
"339","Haiti","2008","Final",""
"340","Haiti","2009","Final",""
"341","Haiti","2010","Final",""
"342","Haiti","2011","Final",""
"343","Haiti","2012","Final","240"
"344","Haiti","2013","Final","0"
"345","Haiti","2015","Preliminar","130"
"346","Haiti","2018","Preliminar","90"
"347","Haiti","2019","Preliminar","93"
"348","Haiti","2020","Preliminar","1783"
"349","Haiti","2021","Preliminar","6298"
"350","Haiti","2022","Preliminar","3316"
"351","Honduras","1980","Final","2078"
"352","Honduras","1981","Final","1612"
"353","Honduras","1982","Final","1217"
"354","Honduras","1983","Final","729"
"355","Honduras","1984","Final","378"
"356","Honduras","1985","Final","307"
"357","Honduras","1986","Final","569"
"358","Honduras","1987","Final","261"
"359","Honduras","1988","Final","844"
"360","Honduras","1989","Final","2507"
"361","Honduras","1990","Final","1700"
"362","Honduras","1991","Final","5303"
"363","Honduras","1992","Final","2114"
"364","Suriname","2017","Preliminar","1"
"365","Suriname","2018","final","123"
"366","Suriname","2019","Preliminar","86"
"367","Suriname","2020","Preliminar","563"
"368","Suriname","2021","Preliminar","10"
"369","Suriname","2022","Preliminar","17"
"370","Suriname","2023","Preliminar","31"
"371","Trinidad and Tobago","1980","Final","0"
"372","Trinidad and Tobago","1981","Final","14"
"373","Trinidad and Tobago","1982","Final","16"
"374","Trinidad and Tobago","1983","Final","118"
"375","Trinidad and Tobago","1984","Final","31"
"376","Trinidad and Tobago","1985","Final","7"
"377","Trinidad and Tobago","1986","Final","145"
"378","Trinidad and Tobago","1987","Final","125"
"379","Trinidad and Tobago","1988","Final","80"
"380","Trinidad and Tobago","1989","Final","11"
"381","Trinidad and Tobago","1990","Final","526"
"382","Trinidad and Tobago","1991","Final","36"
"383","Trinidad and Tobago","1992","Final","116"
"384","Trinidad and Tobago","1993","Final","38"
"385","Trinidad and Tobago","1994","Final","0"
"386","Trinidad and Tobago","1995","Final","4295"
"387","Trinidad and Tobago","1996","Final","3983"
"388","Trinidad and Tobago","1997","Final","745"
"389","Trinidad and Tobago","1998","Final","2984"
"390","Trinidad and Tobago","1999","Final","1200"
"391","Trinidad and Tobago","2000","Final","2017"
"392","Trinidad and Tobago","2001","Final","2158"
"393","Trinidad and Tobago","2002","Final","5973"
"394","Trinidad and Tobago","2003","Final","2209"
"395","Trinidad and Tobago","2004","Final","497"
"396","Trinidad and Tobago","2005","Final","411"
"397","Trinidad and Tobago","2006","Final","36"
"398","Trinidad and Tobago","2007","Final","47"
"399","Trinidad and Tobago","2008","Final","2358"
"400","Trinidad and Tobago","2009","Final","24"
"401","Trinidad and Tobago","2010","Final","4737"
"402","Trinidad and Tobago","2011","Final","1242"
"403","Trinidad and Tobago","2012","Final","0"
"404","Trinidad and Tobago","2013","Final","0"
"405","Trinidad and Tobago","2014","Preliminar","148"
"406","Trinidad and Tobago","2015","Preliminar","1687"
"407","Trinidad and Tobago","2016","Preliminar","1801"
"408","Trinidad and Tobago","2017","Preliminar","300"
"409","Trinidad and Tobago","2018","Preliminar","123"
"410","Trinidad and Tobago","2019","Preliminar","416"
"411","Trinidad and Tobago","2020","Preliminar","59"
"412","Trinidad and Tobago","2021","Preliminar","20"
"413","Trinidad and Tobago","2022","Preliminar","52"
"414","Turks and Caicos Islands","1980","Final","0"
"415","Turks and Caicos Islands","1981","Final","0"
"416","Turks and Caicos Islands","1982","Final","0"
"417","Turks and Caicos Islands","1983","Final","0"
"418","Turks and Caicos Islands","1984","Final","0"
"419","Turks and Caicos Islands","1985","Final","0"
"420","Turks and Caicos Islands","1986","Final","0"
"421","Turks and Caicos Islands","1987","Final","0"
"422","Turks and Caicos Islands","1988","Final","0"
"423","Turks and Caicos Islands","1989","Final","0"
"424","Turks and Caicos Islands","1990","Final","0"
"425","Turks and Caicos Islands","1991","Final","0"
"426","Turks and Caicos Islands","1992","Final","0"
"427","Turks and Caicos Islands","1993","Final","0"
"428","Turks and Caicos Islands","1994","Final","0"
"429","Turks and Caicos Islands","1995","Final","0"
"430","Turks and Caicos Islands","1996","Final","0"
"431","Turks and Caicos Islands","1997","Final","0"
"432","Turks and Caicos Islands","1998","Final","0"
"433","Honduras","1993","Final","2847"
"434","Honduras","1994","Final","3055"
"435","Honduras","1995","Final","27560"
"436","Honduras","1996","Final","5047"
"437","Honduras","1997","Final","11861"
"438","Honduras","1998","Final","22200"
"439","Honduras","1999","Final","17766"
"440","Honduras","2000","Final","13328"
"441","Honduras","2001","Final","8646"
"442","Honduras","2002","Final","31406"
"443","Honduras","2003","Final","16101"
"444","Honduras","2004","Final","17626"
"445","Honduras","2005","Final","17048"
"446","Honduras","2006","Final","7800"
"447","Honduras","2007","Final","29328"
"448","Honduras","2008","Final","16460"
"449","Honduras","2009","Final","14528"
"450","Honduras","2010","Final","63546"
"451","Honduras","2011","Final","7412"
"452","Honduras","2012","Final","15554"
"453","Honduras","2013","Final","39201"
"454","Honduras","2014","Preliminar","42753"
"455","Honduras","2015","Preliminar","44834"
"456","Honduras","2016","Preliminar","22961"
"457","Honduras","2017","Preliminar","5217"
"458","Honduras","2018","Preliminar","7942"
"459","Honduras","2019","Preliminar","132143"
"460","Honduras","2020","Preliminar","25180"
"461","Honduras","2021","Preliminar","19753"
"462","Honduras","2022","Preliminar","25337"
"463","Honduras","2023","Preliminar","1992"
"464","Jamaica","1980","Final","9"
"465","Jamaica","1981","Final","47"
"466","Jamaica","1982","Final","21"
"467","Jamaica","1983","Final","26"
"468","Jamaica","1984","Final","12"
"469","Jamaica","1985","Final","3"
"470","Jamaica","1986","Final","3"
"471","Jamaica","1987","Final","3"
"472","Jamaica","1988","Final","6"
"473","Jamaica","1989","Final","32"
"474","Jamaica","1990","Final","9"
"475","Bermuda","2010","Final","2"
"476","Bermuda","2011","Final","1"
"477","Bermuda","2012","Final","0"
"478","Bermuda","2013","Final","1"
"479","Bermuda","2014","Preliminar","1"
"480","Bermuda","2015","Preliminar","0"
"481","Bermuda","2016","Preliminar","2"
"482","Bermuda","2017","Preliminar","0"
"483","Bermuda","2018","Preliminar","0"
"484","Bermuda","2019","Preliminar","2"
"485","Bermuda","2020","Preliminar","0"
"486","Bermuda","2021","Preliminar","0"
"487","Bermuda","2022","Preliminar","0"
"488","Bermuda","2023","Preliminar","0"
"489","Bolivia","1980","Final","0"
"490","Bolivia","1981","Final","0"
"491","Bolivia","1982","Final","0"
"492","Bolivia","1983","Final","0"
"493","Bolivia","1984","Final","0"
"494","Bolivia","1985","Final","0"
"495","Bolivia","1986","Final","0"
"496","Bolivia","1987","Final","1994"
"497","Bolivia","1988","Final","4847"
"498","Bolivia","1989","Final","5334"
"499","Bolivia","1990","Final","40642"
"500","Bolivia","1991","Final","97397"
"501","Bolivia","1992","Final","3501"
"502","Bolivia","1993","Final","6915"
"503","Bolivia","1994","Final","54453"
"504","Bolivia","1995","Final","7"
"505","Bolivia","1996","Final","52"
"506","Bolivia","1997","Final","539"
"507","Bolivia","1998","Final","49"
"508","Bolivia","1999","Final","43"
"509","Bolivia","2000","Final","73"
"510","Bolivia","2001","Final","176"
"511","Bolivia","2002","Final","891"
"512","Bolivia","2003","Final","6501"
"513","Bolivia","2004","Final","7365"
"514","Bolivia","2005","Final","4433"
"515","Bolivia","2006","Final","2039"
"516","Bolivia","2007","Final","7223"
"517","Jamaica","1991","Final","5"
"518","Jamaica","1992","Final","296"
"519","Jamaica","1993","Final","0"
"520","Jamaica","1994","Final","0"
"521","Jamaica","1995","Final","1776"
"522","Jamaica","1996","Final","46"
"523","Jamaica","1997","Final","16"
"524","Jamaica","1998","Final","1509"
"525","Jamaica","1999","Final","24"
"526","Jamaica","2000","Final","25"
"527","Jamaica","2001","Final","39"
"528","Jamaica","2002","Final","90"
"529","Jamaica","2003","Final","52"
"530","Jamaica","2004","Final","9"
"531","Jamaica","2005","Final","46"
"532","Jamaica","2006","Final","79"
"533","Jamaica","2007","Final","1448"
"534","Jamaica","2008","Final","357"
"535","Jamaica","2009","Final","70"
"536","Jamaica","2010","Final","2887"
"537","Jamaica","2011","Final","404"
"538","Jamaica","2012","Final","4670"
"539","Jamaica","2013","Final","861"
"540","Jamaica","2014","Preliminar","880"
"541","Jamaica","2015","Preliminar","88"
"542","Jamaica","2016","Final","2297"
"543","Jamaica","2017","Final","215"
"544","Jamaica","2018","Preliminar","986"
"545","Jamaica","2019","Preliminar","7555"
"546","Jamaica","2020","Preliminar","898"
"547","Jamaica","2021","Preliminar","96"
"548","Jamaica","2022","Preliminar","100"
"549","Jamaica","2023","Preliminar","16"
"550","Martinique","1980","Final","0"
"551","Martinique","1981","Final","0"
"552","Martinique","1982","Final","0"
"553","Martinique","1983","Final","0"
"554","Martinique","1984","Final","0"
"555","Martinique","1985","Final","0"
"556","Martinique","1986","Final","0"
"557","Martinique","1987","Final","0"
"558","Martinique","1988","Final","97"
"559","Turks and Caicos Islands","1999","Final","0"
"560","Turks and Caicos Islands","2000","Final","0"
"561","Turks and Caicos Islands","2001","Final","0"
"562","Turks and Caicos Islands","2002","Final","0"
"563","Turks and Caicos Islands","2003","Final","2"
"564","Turks and Caicos Islands","2004","Final","1"
"565","Turks and Caicos Islands","2005","Final","1"
"566","Turks and Caicos Islands","2006","Final","0"
"567","Turks and Caicos Islands","2007","Final","0"
"568","Turks and Caicos Islands","2008","Final","0"
"569","Turks and Caicos Islands","2009","Final","0"
"570","Turks and Caicos Islands","2010","Final","0"
